ident8;begin.opschrift;begin.afstand;eind.opschrift;eind.afstand;gebied
N0090002;12.8;-36;13.4;-17;Agentschap Wegen en Verkeer - AWV212
N0090002;13.4;-17;13.6;-34;Agentschap Wegen en Verkeer - AWV212
N0090002;13.6;-34;14.5;-19;Agentschap Wegen en Verkeer - AWV212
N0090002;14.5;-19;21.4;-43;Agentschap Wegen en Verkeer - AWV212
N0090002;21.4;-43;25.2;-49;Agentschap Wegen en Verkeer - AWV415
N0090002;25.2;-49;27.1;-21;Agentschap Wegen en Verkeer - AWV415
N0090002;27.1;-21;30.8;-28;Agentschap Wegen en Verkeer - AWV415
N0090002;30.8;-28;39.4;9;Agentschap Wegen en Verkeer - AWV415
N0090002;39.4;9;42.4;-30;Agentschap Wegen en Verkeer - AWV414
N0090002;42.4;-30;42.4;-26;Agentschap Wegen en Verkeer - AWV414
N0090002;42.4;-26;43.8;44;Agentschap Wegen en Verkeer - AWV414
N0090002;43.8;44;45.7;5;Agentschap Wegen en Verkeer - AWV411
N0090002;45.7;5;51.9;388;Agentschap Wegen en Verkeer - AWV411
N0090002;52.3;-16;56.3;-43;Agentschap Wegen en Verkeer - AWV411
N0090002;56.3;-43;68.8;-32;Agentschap Wegen en Verkeer - AWV413
N0090002;68.8;-32;78;-52;Agentschap Wegen en Verkeer - AWV413
N0090002;78;-52;82.8;22;Agentschap Wegen en Verkeer - AWV413
N0090002;82.8;22;92.9;69;Agentschap Wegen en Verkeer - AWV311
N0090002;92.9;69;92.9;71;Agentschap Wegen en Verkeer - AWV311
N0090002;92.9;71;95.4;-51;Gemeente - GemeenteBrugge
N0090002;95.4;-51;95.4;-43;Agentschap Wegen en Verkeer - AWV311
N0090002;95.4;-43;96;49;Agentschap Wegen en Verkeer - AWV311
N0090002;96;49;97.9;-54;Agentschap Wegen en Verkeer - AWV311
N0090002;97.9;-54;106.4;13;Agentschap Wegen en Verkeer - AWV311
N0090002;106.4;13;113.4;-32;Agentschap Wegen en Verkeer - AWV315
N0090002;113.4;-32;116.6;56;Agentschap Wegen en Verkeer - AWV315
N0090041;0;0;1.4;16;Agentschap Wegen en Verkeer - AWV311
N0090042;0;0;1.4;16;Agentschap Wegen en Verkeer - AWV311
N0090051;0;-10;1.3;3;Agentschap Wegen en Verkeer - AWV311
N0090052;0;-10;1.3;3;Agentschap Wegen en Verkeer - AWV311
N0090111;0;-2;0.1;102;Agentschap Wegen en Verkeer - AWV212
N0090112;0;-2;0.1;102;Agentschap Wegen en Verkeer - AWV212
N0090121;0;-1;0.1;41;Agentschap Wegen en Verkeer - AWV212
N0090122;0;-1;0.1;41;Agentschap Wegen en Verkeer - AWV212
N0090151;0;0;0.1;86;Agentschap Wegen en Verkeer - AWV212
N0090152;0;-18;0.1;86;Agentschap Wegen en Verkeer - AWV212
N0090161;0;-4;0.2;53;Agentschap Wegen en Verkeer - AWV212
N0090162;0;-4;0.2;53;Agentschap Wegen en Verkeer - AWV212
N0095001;0;0;0;68;Agentschap Wegen en Verkeer - AWV311
N0095002;0;0;0;68;Agentschap Wegen en Verkeer - AWV311
N0095011;0;0;0;72;Agentschap Wegen en Verkeer - AWV311
N0095012;0;0;0;72;Agentschap Wegen en Verkeer - AWV311
N0095021;0;-2;0;54;Agentschap Wegen en Verkeer - AWV315
N0095022;0;-2;0;54;Agentschap Wegen en Verkeer - AWV315
N0095041;0;-10;0.1;89;Agentschap Wegen en Verkeer - AWV311
N0095042;0;-10;0.1;89;Agentschap Wegen en Verkeer - AWV311
N0095211;0;-9;0;155;Agentschap Wegen en Verkeer - AWV411
N0095212;0;-9;0;155;Agentschap Wegen en Verkeer - AWV411
N0097001;0;-8;0;77;Agentschap Wegen en Verkeer - AWV413
N0097002;0;-8;0;77;Agentschap Wegen en Verkeer - AWV413
N0099021;0;-14;0.8;51;Agentschap Wegen en Verkeer - AWV212
N0099022;0;-21;0.1;9;Agentschap Wegen en Verkeer - AWV212
N0099022;0.2;0;0.8;51;Agentschap Wegen en Verkeer - AWV212
N0099031;0;0;0;1957;Gemeente - GemeenteAsse
N0099032;0;0;0;1957;Gemeente - GemeenteAsse
N0099041;0;0;0;2218;Gemeente - GemeenteMaldegem
N0099042;0;0;0;2218;Gemeente - GemeenteMaldegem
N0099051;0;0;0;91;Gemeente - GemeenteAsse
N0099051;0;91;0;1217;Gemeente - GemeenteAsse
N0099052;0;0;0;91;Gemeente - GemeenteAsse
N0099052;0;91;0;1217;Gemeente - GemeenteAsse
N0099061;0;0;0;806;Gemeente - GemeenteAsse
N0099061;0;806;0;817;Gemeente - GemeenteAsse
N0099062;0;0;0;872;Gemeente - GemeenteAsse
N0099071;0;-5;0.3;15;Agentschap Wegen en Verkeer - AWV311
N0099072;0;-5;0.3;15;Agentschap Wegen en Verkeer - AWV311
N0099081;0;-2;0.1;64;Agentschap Wegen en Verkeer - AWV212
N0099082;0;-2;0.1;64;Agentschap Wegen en Verkeer - AWV212
N0099091;0;0;0;522;Gemeente - GemeenteAsse
N0099092;0;0;0;491;Gemeente - GemeenteAsse
N0099092;0;491;0;522;Gemeente - GemeenteAsse
N0099101;0;0;0;693;Gemeente - GemeenteDilbeek
N0099102;0;0;0;693;Gemeente - GemeenteDilbeek
N0099111;0;-4;1;20;Agentschap Wegen en Verkeer - AWV212
N0099112;0;0;1;20;Agentschap Wegen en Verkeer - AWV212
N0099131;0;-2;0.49;1;Agentschap Wegen en Verkeer - AWV413
N0099132;0;-2;0.49;1;Agentschap Wegen en Verkeer - AWV413
N0100001;0;-32;2.3;-54;Agentschap Wegen en Verkeer - AWV121
N0100001;2.3;-54;8;80;Agentschap Wegen en Verkeer - AWV123
N0100001;8;80;8;106;Agentschap Wegen en Verkeer - AWV123
N0100001;8;106;8;1162;Gemeente - GemeenteLier
N0100001;11.7;-139;11.7;-117;Agentschap Wegen en Verkeer - AWV112
N0100001;11.7;-117;17.2;41;Agentschap Wegen en Verkeer - AWV123
N0100001;17.2;41;28.9;-25;Agentschap Wegen en Verkeer - AWV112
N0100001;28.9;-25;34.4;40;Agentschap Wegen en Verkeer - AWV214
N0100001;34.5;-62;49;77;Agentschap Wegen en Verkeer - AWV214
N0100001;49;77;49;78;Agentschap Wegen en Verkeer - AWV214
N0100002;0;-41;2.3;-50;Agentschap Wegen en Verkeer - AWV121
N0100002;2.3;-50;2.3;-42;Agentschap Wegen en Verkeer - AWV123
N0100002;2.3;-42;2.3;-38;Agentschap Wegen en Verkeer - AWV123
N0100002;2.3;-38;8;79;Agentschap Wegen en Verkeer - AWV123
N0100002;8;79;8;97;Agentschap Wegen en Verkeer - AWV123
N0100002;8;97;8;1152;Gemeente - GemeenteLier
N0100002;11.7;-141;11.7;-119;Agentschap Wegen en Verkeer - AWV112
N0100002;11.7;-119;17.2;37;Agentschap Wegen en Verkeer - AWV123
N0100002;17.2;37;28.9;-25;Agentschap Wegen en Verkeer - AWV112
N0100002;28.9;-25;34.4;40;Agentschap Wegen en Verkeer - AWV214
N0100002;34.5;-64;49;85;Agentschap Wegen en Verkeer - AWV214
N0109011;0;0;0;265;Gemeente - GemeenteAarschot
N0109011;0;266;0;323;Gemeente - GemeenteAarschot
N0109012;0;0;0;265;Gemeente - GemeenteAarschot
N0109012;0;266;0;323;Gemeente - GemeenteAarschot
N0110001;0;-9;10.9;94;Agentschap Wegen en Verkeer - AWV123
N0110002;0;0;10.9;94;Agentschap Wegen en Verkeer - AWV123
N0120001;1;-992;1;-568;Gemeente - GemeenteAntwerpen
N0120001;1;-568;1;-87;Gemeente - GemeenteAntwerpen
N0120001;1;-87;2.3;12;Agentschap Wegen en Verkeer - AWV121
N0120001;2.4;-89;6;-4;Agentschap Wegen en Verkeer - AWV121
N0120001;6;-4;6;35;Agentschap Wegen en Verkeer - AWV123
N0120001;6;35;10.6;25;Agentschap Wegen en Verkeer - AWV123
N0120001;10.6;25;29;-39;Agentschap Wegen en Verkeer - AWV123
N0120001;29;-39;39.2;84;Agentschap Wegen en Verkeer - AWV125
N0120001;39.3;-33;39.3;-32;Agentschap Wegen en Verkeer - AWV125
N0120001;39.3;-32;56.5;90;Agentschap Wegen en Verkeer - AWV125
N0120002;1;-993;1;-573;Gemeente - GemeenteAntwerpen
N0120002;1;-573;1;-87;Gemeente - GemeenteAntwerpen
N0120002;1;-87;2.3;17;Agentschap Wegen en Verkeer - AWV121
N0120002;2.4;-81;6;11;Agentschap Wegen en Verkeer - AWV121
N0120002;6;11;6.1;-46;Agentschap Wegen en Verkeer - AWV123
N0120002;6.1;-46;6.1;-45;Agentschap Wegen en Verkeer - AWV123
N0120002;6.1;-45;10.6;29;Agentschap Wegen en Verkeer - AWV123
N0120002;10.6;29;29;-39;Agentschap Wegen en Verkeer - AWV123
N0120002;29;-39;39.2;84;Agentschap Wegen en Verkeer - AWV125
N0120002;39.3;-33;39.3;-32;Agentschap Wegen en Verkeer - AWV125
N0120002;39.3;-32;56.5;90;Agentschap Wegen en Verkeer - AWV125
N0125201;0;-1;0;99;Agentschap Wegen en Verkeer - AWV123
N0125202;0;-1;0;99;Agentschap Wegen en Verkeer - AWV123
N0125211;0;-10;0;100;Agentschap Wegen en Verkeer - AWV125
N0125212;0;-10;0;100;Agentschap Wegen en Verkeer - AWV125
N0125221;0;0;0;90;Agentschap Wegen en Verkeer - AWV125
N0125222;0;0;0;90;Agentschap Wegen en Verkeer - AWV125
N0127001;0;0;0;181;Gemeente - GemeenteMalle
N0127002;0;0;0;181;Gemeente - GemeenteMalle
N0127011;0;0;0;317;Agentschap Wegen en Verkeer - AWV125
N0127012;0;0;0;317;Agentschap Wegen en Verkeer - AWV125
N0127021;0;0;0;186;Agentschap Wegen en Verkeer - AWV125
N0127022;0;0;0;186;Agentschap Wegen en Verkeer - AWV125
N0127031;0;0;0;83;Agentschap Wegen en Verkeer - AWV125
N0127031;0;83;0;289;Agentschap Wegen en Verkeer - AWV125
N0127032;0;0;0;83;Agentschap Wegen en Verkeer - AWV125
N0127032;0;83;0;289;Agentschap Wegen en Verkeer - AWV125
N0130001;0.4;-25;2;49;Agentschap Wegen en Verkeer - AWV123
N0130001;2;49;19.2;-41;Agentschap Wegen en Verkeer - AWV114
N0130001;19.2;-41;21.5;11;Agentschap Wegen en Verkeer - AWV114
N0130001;21.5;11;23;46;Agentschap Wegen en Verkeer - AWV114
N0130001;23;46;29;25;Agentschap Wegen en Verkeer - AWV114
N0130002;0.4;-28;2;49;Agentschap Wegen en Verkeer - AWV123
N0130002;2;49;19.2;-43;Agentschap Wegen en Verkeer - AWV114
N0130002;19.2;-43;21.5;11;Agentschap Wegen en Verkeer - AWV114
N0130002;21.5;11;23;46;Agentschap Wegen en Verkeer - AWV114
N0130002;23;46;29;26;Agentschap Wegen en Verkeer - AWV114
N0140001;3;-2982;3;-2701;Gemeente - GemeenteMechelen
N0140001;3;-2701;3;-2394;Gemeente - GemeenteMechelen
N0140001;3;-2394;3;-42;Gemeente - GemeenteMechelen
N0140001;3;-42;3;7;Agentschap Wegen en Verkeer - AWV112
N0140001;3;7;9.4;8;Agentschap Wegen en Verkeer - AWV112
N0140001;9.4;8;13.4;101;Agentschap Wegen en Verkeer - AWV123
N0140001;13.4;101;13.4;102;Agentschap Wegen en Verkeer - AWV123
N0140001;13.4;102;13.4;175;Agentschap Wegen en Verkeer - AWV123
N0140001;13.4;175;13.4;190;Agentschap Wegen en Verkeer - AWV123
N0140001;13.4;190;13.4;192;Agentschap Wegen en Verkeer - AWV123
N0140001;13.4;192;13.4;1561;Gemeente - GemeenteLier
N0140001;17;4;24.4;3;Agentschap Wegen en Verkeer - AWV123
N0140001;24.4;3;31;35;Agentschap Wegen en Verkeer - AWV123
N0140001;31;35;40.6;-26;Agentschap Wegen en Verkeer - AWV123
N0140001;40.6;-26;47.5;-43;Agentschap Wegen en Verkeer - AWV125
N0140001;47.5;-43;61.9;4;Agentschap Wegen en Verkeer - AWV125
N0140002;3;-2980;3;-2699;Gemeente - GemeenteMechelen
N0140002;3;-2699;3;-2392;Gemeente - GemeenteMechelen
N0140002;3;-2392;3;-40;Gemeente - GemeenteMechelen
N0140002;3;-40;3;9;Agentschap Wegen en Verkeer - AWV112
N0140002;3;9;9.4;8;Agentschap Wegen en Verkeer - AWV112
N0140002;9.4;8;13.4;66;Agentschap Wegen en Verkeer - AWV123
N0140002;13.4;66;13.4;67;Agentschap Wegen en Verkeer - AWV123
N0140002;13.4;67;13.4;100;Agentschap Wegen en Verkeer - AWV123
N0140002;13.4;100;13.4;192;Agentschap Wegen en Verkeer - AWV123
N0140002;13.4;192;13.4;1561;Gemeente - GemeenteLier
N0140002;17;0;24.4;3;Agentschap Wegen en Verkeer - AWV123
N0140002;24.4;3;31;39;Agentschap Wegen en Verkeer - AWV123
N0140002;31;39;40.6;-26;Agentschap Wegen en Verkeer - AWV123
N0140002;40.6;-26;47.5;-43;Agentschap Wegen en Verkeer - AWV125
N0140002;47.5;-43;61.9;4;Agentschap Wegen en Verkeer - AWV125
N0145011;31.5;-41;31.6;39;Agentschap Wegen en Verkeer - AWV123
N0145012;31.5;-41;31.6;39;Agentschap Wegen en Verkeer - AWV123
N0147001;0;0;0;219;Agentschap Wegen en Verkeer - AWV125
N0147002;0;0;0;219;Agentschap Wegen en Verkeer - AWV125
N0150001;0;0;6;-29;Agentschap Wegen en Verkeer - AWV112
N0150001;6;-29;16.1;26;Agentschap Wegen en Verkeer - AWV112
N0150001;16.1;26;16.2;-51;Agentschap Wegen en Verkeer - AWV112
N0150001;16.2;-51;24.9;2;Agentschap Wegen en Verkeer - AWV112
N0150001;24.9;2;31.2;-49;Agentschap Wegen en Verkeer - AWV114
N0150001;31.2;-49;31.2;-22;Agentschap Wegen en Verkeer - AWV114
N0150001;31.2;-22;32.8;88;Agentschap Wegen en Verkeer - AWV114
N0150002;0;0;5.9;38;Agentschap Wegen en Verkeer - AWV112
N0150002;5.9;38;16.1;26;Agentschap Wegen en Verkeer - AWV112
N0150002;16.1;26;16.2;-51;Agentschap Wegen en Verkeer - AWV112
N0150002;16.2;-51;24.9;2;Agentschap Wegen en Verkeer - AWV112
N0150002;24.9;2;31.2;-49;Agentschap Wegen en Verkeer - AWV114
N0150002;31.2;-49;31.2;-22;Agentschap Wegen en Verkeer - AWV114
N0150002;31.2;-22;32.8;89;Agentschap Wegen en Verkeer - AWV114
N0157011;0;0;0;173;Gemeente - GemeenteMechelen
N0157012;0;0;0;173;Gemeente - GemeenteMechelen
N0159011;0;0;0;335;Gemeente - GemeenteMechelen
N0159011;0;335;0;618;Gemeente - GemeenteMechelen
N0159011;0;619;2.3;-20;Gemeente - GemeenteMechelen
N0159011;2.3;-20;2.3;176;Agentschap Wegen en Verkeer - AWV112
N0159012;0;0;0;335;Gemeente - GemeenteMechelen
N0159012;0;335;0;618;Gemeente - GemeenteMechelen
N0159012;2.3;-1683;2.3;-20;Gemeente - GemeenteMechelen
N0159012;2.3;-20;2.3;176;Agentschap Wegen en Verkeer - AWV112
N0160001;0;-21;1.6;-50;Agentschap Wegen en Verkeer - AWV112
N0160001;1.6;-50;10.9;43;Agentschap Wegen en Verkeer - AWV112
N0160001;11;-26;11;-25;Agentschap Wegen en Verkeer - AWV112
N0160001;11;-25;11;-9;Agentschap Wegen en Verkeer - AWV112
N0160001;11;-9;11;1;Agentschap Wegen en Verkeer - AWV112
N0160001;11;1;22.9;-39;Agentschap Wegen en Verkeer - AWV112
N0160001;22.9;-39;27.8;22;Agentschap Wegen en Verkeer - AWV414
N0160001;27.8;22;29.5;-3;Agentschap Wegen en Verkeer - AWV414
N0160001;29.5;-3;30;3;Agentschap Wegen en Verkeer - AWV414
N0160001;30;3;30;989;Gemeente - GemeenteSint-Niklaas
N0160002;0;-17;1;-22;Agentschap Wegen en Verkeer - AWV112
N0160002;1;-22;1.5;32;Agentschap Wegen en Verkeer - AWV112
N0160002;1.5;32;10.9;43;Agentschap Wegen en Verkeer - AWV112
N0160002;11;-26;11;-10;Agentschap Wegen en Verkeer - AWV112
N0160002;11;-10;11;-3;Agentschap Wegen en Verkeer - AWV112
N0160002;11;-3;23.1;-261;Agentschap Wegen en Verkeer - AWV112
N0160002;23.1;-261;27.9;-15;Agentschap Wegen en Verkeer - AWV414
N0160002;27.9;-15;29.5;1;Agentschap Wegen en Verkeer - AWV414
N0160002;29.5;1;29.5;492;Agentschap Wegen en Verkeer - AWV414
N0160002;29.5;492;29.5;1480;Gemeente - GemeenteSint-Niklaas
N0160111;0;0;0;173;Agentschap Wegen en Verkeer - AWV112
N0160112;0;0;0;173;Agentschap Wegen en Verkeer - AWV112
N0160121;0;0;0;186;Agentschap Wegen en Verkeer - AWV112
N0160122;0;0;0;186;Agentschap Wegen en Verkeer - AWV112
N0160151;0;0;0;175;Agentschap Wegen en Verkeer - AWV112
N0160151;0;175;0;180;Agentschap Wegen en Verkeer - AWV112
N0160152;0;0;0;175;Agentschap Wegen en Verkeer - AWV112
N0160152;0;175;0;180;Agentschap Wegen en Verkeer - AWV112
N0160171;0;0;0;167;Agentschap Wegen en Verkeer - AWV112
N0160172;0;0;0;167;Agentschap Wegen en Verkeer - AWV112
N0160211;0;0;0;106;Agentschap Wegen en Verkeer - AWV414
N0160212;0;0;0;106;Agentschap Wegen en Verkeer - AWV414
N0160221;0;0;0;87;Agentschap Wegen en Verkeer - AWV414
N0160222;0;0;0;87;Agentschap Wegen en Verkeer - AWV414
N0160251;0;0;0;146;Agentschap Wegen en Verkeer - AWV414
N0160252;0;0;0;146;Agentschap Wegen en Verkeer - AWV414
N0160261;0;-5;0;127;Agentschap Wegen en Verkeer - AWV414
N0160262;0;-5;0;127;Agentschap Wegen en Verkeer - AWV414
N0160311;0;0;0;27;Agentschap Wegen en Verkeer - AWV414
N0160312;0;0;0;27;Agentschap Wegen en Verkeer - AWV414
N0160321;0;-1;0;0;Agentschap Wegen en Verkeer - AWV414
N0160321;0;0;0;31;Agentschap Wegen en Verkeer - AWV414
N0160321;0;31;0;32;Agentschap Wegen en Verkeer - AWV414
N0160322;0;-1;0;0;Agentschap Wegen en Verkeer - AWV414
N0160322;0;0;0;31;Agentschap Wegen en Verkeer - AWV414
N0160322;0;31;0;32;Agentschap Wegen en Verkeer - AWV414
N0160331;0;0;0;171;Agentschap Wegen en Verkeer - AWV414
N0160332;0;0;0;171;Agentschap Wegen en Verkeer - AWV414
N0160341;0;0;0;206;Agentschap Wegen en Verkeer - AWV414
N0160342;0;0;0;206;Agentschap Wegen en Verkeer - AWV414
N0160351;0;0;0;206;Agentschap Wegen en Verkeer - AWV414
N0160352;0;0;0;206;Agentschap Wegen en Verkeer - AWV414
N0160361;0;0;0;172;Agentschap Wegen en Verkeer - AWV414
N0160362;0;0;0;172;Agentschap Wegen en Verkeer - AWV414
N0160371;0;-1;0;0;Agentschap Wegen en Verkeer - AWV414
N0160371;0;0;0;39;Agentschap Wegen en Verkeer - AWV414
N0160372;0;-1;0;0;Agentschap Wegen en Verkeer - AWV414
N0160372;0;0;0;39;Agentschap Wegen en Verkeer - AWV414
N0160381;0;0;0;42;Agentschap Wegen en Verkeer - AWV414
N0160382;0;0;0;42;Agentschap Wegen en Verkeer - AWV414
N0162011;0;0;0;16;Agentschap Wegen en Verkeer - AWV112
N0162012;0;0;0;16;Agentschap Wegen en Verkeer - AWV112
N0162071;0;0;0;4;Agentschap Wegen en Verkeer - AWV112
N0162072;0;0;0;4;Agentschap Wegen en Verkeer - AWV112
N0162141;0;0;0;22;Agentschap Wegen en Verkeer - AWV112
N0162142;0;0;0;22;Agentschap Wegen en Verkeer - AWV112
N0162161;0;0;0;13;Agentschap Wegen en Verkeer - AWV112
N0162162;0;0;0;13;Agentschap Wegen en Verkeer - AWV112
N0166021;0;0;0;252;Agentschap Wegen en Verkeer - AWV112
N0167011;0;0;0;90;Gemeente - GemeenteMechelen
N0167012;0;0;0;90;Gemeente - GemeenteMechelen
N0167021;0;0;0;583;Gemeente - GemeenteBornem
N0167022;0;0;0;583;Gemeente - GemeenteBornem
N0167031;0;0;0;318;Agentschap Wegen en Verkeer - AWV112
N0167032;0;0;0;318;Agentschap Wegen en Verkeer - AWV112
N0167041;0;-8;0;30;Agentschap Wegen en Verkeer - AWV112
N0167042;0;-8;0;30;Agentschap Wegen en Verkeer - AWV112
N0169011;0;0;0;586;Gemeente - GemeenteMechelen
N0169011;0;586;0;2531;Gemeente - GemeenteMechelen
N0169011;0;2531;0;2536;Gemeente - GemeenteMechelen
N0169011;0;2536;0;2890;Gemeente - GemeenteMechelen
N0169011;0;2891;0;3131;Gemeente - GemeenteMechelen
N0169012;0;0;0;586;Gemeente - GemeenteMechelen
N0169012;0;586;0;2535;Gemeente - GemeenteMechelen
N0169012;0;2535;0;2536;Gemeente - GemeenteMechelen
N0169012;0;2536;0;2545;Gemeente - GemeenteMechelen
N0169012;0;2545;0;2890;Gemeente - GemeenteMechelen
N0169012;0;2891;0;3131;Gemeente - GemeenteMechelen
N0169021;0;-11;1.3;78;Agentschap Wegen en Verkeer - AWV112
N0169021;1.3;78;1.3;109;Gemeente - GemeenteMechelen
N0169022;0;-13;1.3;78;Agentschap Wegen en Verkeer - AWV112
N0169022;1.3;78;1.3;109;Gemeente - GemeenteMechelen
N0169031;0;-14;0.3;82;Agentschap Wegen en Verkeer - AWV112
N0169032;0;-14;0.3;82;Agentschap Wegen en Verkeer - AWV112
N0169041;0;0;0;252;Gemeente - GemeenteMechelen
N0169041;0;252;0;260;Gemeente - GemeenteMechelen
N0169042;0;0;0;233;Gemeente - GemeenteMechelen
N0170001;0.1;-104;9.8;-19;Agentschap Wegen en Verkeer - AWV112
N0170001;9.8;-19;9.8;-18;Agentschap Wegen en Verkeer - AWV112
N0170001;9.8;-18;9.8;-12;Agentschap Wegen en Verkeer - AWV112
N0170001;9.8;-12;17.4;77;Agentschap Wegen en Verkeer - AWV415
N0170002;0.1;-104;9.8;-19;Agentschap Wegen en Verkeer - AWV112
N0170002;9.8;-19;9.8;-18;Agentschap Wegen en Verkeer - AWV112
N0170002;9.8;-18;9.8;-12;Agentschap Wegen en Verkeer - AWV112
N0170002;9.8;-12;17.4;86;Agentschap Wegen en Verkeer - AWV415
N0179011;0;0;0;395;Gemeente - GemeenteDendermonde
N0179011;0;395;0;435;Gemeente - GemeenteDendermonde
N0179012;0;0;0;395;Gemeente - GemeenteDendermonde
N0179012;0;395;0;435;Gemeente - GemeenteDendermonde
N0180001;0;-32;9.5;23;Agentschap Wegen en Verkeer - AWV125
N0180001;9.5;23;9.5;58;Agentschap Wegen en Verkeer - AWV125
N0180001;9.5;58;10.9;-44;Gemeente - GemeenteRetie
N0180001;10.9;-44;10.9;-43;Gemeente - GemeenteRetie
N0180001;10.9;-43;15.5;45;Agentschap Wegen en Verkeer - AWV125
N0180001;15.5;45;19.6;-28;Agentschap Wegen en Verkeer - AWV114
N0180001;19.6;-28;20.4;85;Agentschap Wegen en Verkeer - AWV114
N0180001;21.4;-89;24.6;-25;Agentschap Wegen en Verkeer - AWV114
N0180001;24.6;-25;30.9;52;Agentschap Wegen en Verkeer - AWV114
N0180001;30.9;52;32.6;44;Agentschap Wegen en Verkeer - AWV717
N0180002;0;-32;9.5;24;Agentschap Wegen en Verkeer - AWV125
N0180002;9.5;24;9.5;59;Agentschap Wegen en Verkeer - AWV125
N0180002;9.5;59;10.9;-44;Gemeente - GemeenteRetie
N0180002;10.9;-44;10.9;-43;Gemeente - GemeenteRetie
N0180002;10.9;-43;15.5;45;Agentschap Wegen en Verkeer - AWV125
N0180002;15.5;45;19.6;-28;Agentschap Wegen en Verkeer - AWV114
N0180002;19.6;-28;20.4;85;Agentschap Wegen en Verkeer - AWV114
N0180002;21.4;-89;24.6;-25;Agentschap Wegen en Verkeer - AWV114
N0180002;24.6;-25;30.9;52;Agentschap Wegen en Verkeer - AWV114
N0180002;30.9;52;32.6;47;Agentschap Wegen en Verkeer - AWV717
N0190001;0.1;-142;6.6;88;Agentschap Wegen en Verkeer - AWV125
N0190001;6.6;88;6.6;93;Agentschap Wegen en Verkeer - AWV125
N0190001;6.6;93;6.6;1542;Gemeente - GemeenteKasterlee
N0190001;8.2;-42;8.2;2292;Gemeente - GemeenteKasterlee
N0190001;8.2;2292;8.2;8194;Gemeente - GemeenteGeel
N0190001;18.9;-1517;18.9;-123;Gemeente - GemeenteGeel
N0190001;18.9;-123;18.9;-115;Agentschap Wegen en Verkeer - AWV114
N0190001;18.9;-115;23;13;Agentschap Wegen en Verkeer - AWV114
N0190001;23;13;39.5;36;Agentschap Wegen en Verkeer - AWV114
N0190001;39.5;36;40.9;14;Agentschap Wegen en Verkeer - AWV214
N0190001;40.9;14;42;112;Agentschap Wegen en Verkeer - AWV214
N0190001;44.2;-1140;44.2;-547;Gemeente - GemeenteAarschot
N0190001;44.2;-547;44.2;-106;Gemeente - GemeenteAarschot
N0190001;44.2;-106;44.2;-101;Gemeente - GemeenteAarschot
N0190001;44.2;-101;48;7;Agentschap Wegen en Verkeer - AWV214
N0190001;48;7;58.3;4;Agentschap Wegen en Verkeer - AWV213
N0190001;58.3;4;58.3;77;Agentschap Wegen en Verkeer - AWV213
N0190002;0.1;-140;6.6;43;Agentschap Wegen en Verkeer - AWV125
N0190002;6.6;43;6.6;98;Agentschap Wegen en Verkeer - AWV125
N0190002;6.6;98;6.6;1541;Gemeente - GemeenteKasterlee
N0190002;8.2;-42;8.2;2292;Gemeente - GemeenteKasterlee
N0190002;8.2;2292;8.2;8194;Gemeente - GemeenteGeel
N0190002;18.9;-1518;18.9;-125;Gemeente - GemeenteGeel
N0190002;18.9;-125;18.9;-121;Agentschap Wegen en Verkeer - AWV114
N0190002;18.9;-121;23;8;Agentschap Wegen en Verkeer - AWV114
N0190002;23;8;39.5;36;Agentschap Wegen en Verkeer - AWV114
N0190002;39.5;36;40.9;9;Agentschap Wegen en Verkeer - AWV214
N0190002;40.9;9;42;112;Agentschap Wegen en Verkeer - AWV214
N0190002;42;112;42;113;Agentschap Wegen en Verkeer - AWV214
N0190002;44.2;-1140;44.2;-547;Gemeente - GemeenteAarschot
N0190002;44.2;-547;44.2;-106;Gemeente - GemeenteAarschot
N0190002;44.2;-106;44.2;-101;Gemeente - GemeenteAarschot
N0190002;44.2;-101;48;7;Agentschap Wegen en Verkeer - AWV214
N0190002;48;7;58.3;25;Agentschap Wegen en Verkeer - AWV213
N0190002;58.3;25;58.3;77;Agentschap Wegen en Verkeer - AWV213
N0190111;0;-14;0.1;59;Agentschap Wegen en Verkeer - AWV114
N0190112;0;-14;0.1;59;Agentschap Wegen en Verkeer - AWV114
N0190121;0;-18;0.2;49;Agentschap Wegen en Verkeer - AWV114
N0190122;0;-18;0.2;49;Agentschap Wegen en Verkeer - AWV114
N0190151;0;0;0.2;75;Agentschap Wegen en Verkeer - AWV114
N0190152;0;0;0.2;75;Agentschap Wegen en Verkeer - AWV114
N0190161;0;0;0.1;54;Agentschap Wegen en Verkeer - AWV114
N0190162;0;0;0.1;54;Agentschap Wegen en Verkeer - AWV114
N0196001;0;0;0;123;Agentschap Wegen en Verkeer - AWV214
N0199041;0;0;0;302;Gemeente - GemeenteAarschot
N0199041;0;302;0;640;Gemeente - GemeenteAarschot
N0199042;0;0;0;302;Gemeente - GemeenteAarschot
N0199042;0;302;0;640;Gemeente - GemeenteAarschot
N0199051;0;-15;0.4;0;Agentschap Wegen en Verkeer - AWV214
N0199052;0;-15;0.4;0;Agentschap Wegen en Verkeer - AWV214
N0199061;0;0;0;148;Gemeente - GemeenteAarschot
N0199061;0;148;0;149;Gemeente - GemeenteAarschot
N0199062;0;0;0;150;Gemeente - GemeenteAarschot
N0199071;0;-101;8.3;20;Agentschap Wegen en Verkeer - AWV125
N0199072;0;-19;8.3;19;Agentschap Wegen en Verkeer - AWV125
