ident8;begin.opschrift;begin.afstand;eind.opschrift;eind.afstand;gebied
N1120002;0;-10;3.9;58;Agentschap Wegen en Verkeer - AWV123
N1130001;0;0;0;1278;Gemeente - GemeenteAntwerpen
N1130001;0;1278;0;1520;Gemeente - GemeenteAntwerpen
N1130002;0;0;0;1309;Gemeente - GemeenteAntwerpen
N1130002;0;1309;0;1520;Gemeente - GemeenteAntwerpen
N1130111;0;0;0;460;Agentschap Wegen en Verkeer - AWV121
N1135001;0.2;0;0.2;283;Gemeente - GemeenteAntwerpen
N1135001;0.2;351;0.2;645;Gemeente - GemeenteAntwerpen
N1135001;1;-66;1.1;76;Gemeente - GemeenteAntwerpen
N1135002;0.2;0;0.2;283;Gemeente - GemeenteAntwerpen
N1135002;0.2;351;0.2;645;Gemeente - GemeenteAntwerpen
N1135002;1;-66;1.1;76;Gemeente - GemeenteAntwerpen
N1135011;0.1;0;0.1;337;Gemeente - GemeenteAntwerpen
N1135011;0.1;391;0.1;690;Gemeente - GemeenteAntwerpen
N1135011;0.1;767;0.1;1104;Gemeente - GemeenteAntwerpen
N1135012;0.1;0;0.1;337;Gemeente - GemeenteAntwerpen
N1135012;0.1;391;0.1;690;Gemeente - GemeenteAntwerpen
N1135012;0.1;767;0.1;1104;Gemeente - GemeenteAntwerpen
N1140001;0;-8;1;14;Agentschap Wegen en Verkeer - AWV121
N1140001;1;14;1.7;53;Agentschap Wegen en Verkeer - AWV121
N1140001;1.7;53;2.6;-81;Gemeente - GemeenteAntwerpen
N1140001;2.6;-81;2.6;-79;Agentschap Wegen en Verkeer - AWV121
N1140001;2.6;-79;4.6;97;Agentschap Wegen en Verkeer - AWV121
N1140001;4.6;97;5.5;9;Agentschap Wegen en Verkeer - AWV121
N1140001;5.5;9;6.3;-16;Agentschap Wegen en Verkeer - AWV121
N1140001;6.3;-16;8.9;28;Agentschap Wegen en Verkeer - AWV121
N1140001;8.9;28;10.1;94;Agentschap Wegen en Verkeer - AWV121
N1140002;0;-8;1;14;Agentschap Wegen en Verkeer - AWV121
N1140002;1;14;1.7;53;Agentschap Wegen en Verkeer - AWV121
N1140002;1.7;53;2.6;-81;Gemeente - GemeenteAntwerpen
N1140002;2.6;-81;2.6;-79;Agentschap Wegen en Verkeer - AWV121
N1140002;2.6;-79;4.6;97;Agentschap Wegen en Verkeer - AWV121
N1140002;4.6;97;5.5;9;Agentschap Wegen en Verkeer - AWV121
N1140002;5.5;9;6.3;-16;Agentschap Wegen en Verkeer - AWV121
N1140002;6.3;-16;8.9;28;Agentschap Wegen en Verkeer - AWV121
N1140002;8.9;28;10.1;94;Agentschap Wegen en Verkeer - AWV121
N1147001;0;0;0;54;Agentschap Wegen en Verkeer - AWV121
N1147002;0;0;0;54;Agentschap Wegen en Verkeer - AWV121
N1149011;0;-3;0;578;Agentschap Wegen en Verkeer - AWV121
N1149012;0;-3;0;578;Agentschap Wegen en Verkeer - AWV121
N1149021;0;0;0;83;Agentschap Wegen en Verkeer - AWV121
N1149022;0;0;0;83;Agentschap Wegen en Verkeer - AWV121
N1150001;0.1;-97;0.4;28;Agentschap Wegen en Verkeer - AWV121
N1150001;0.4;28;17.8;87;Agentschap Wegen en Verkeer - AWV123
N1150001;17.8;87;18.9;-57;Gemeente - GemeenteBrecht
N1150001;18.9;-57;18.9;-39;Agentschap Wegen en Verkeer - AWV123
N1150001;18.9;-39;20.3;-11;Agentschap Wegen en Verkeer - AWV123
N1150001;20.3;-11;25;46;Agentschap Wegen en Verkeer - AWV123
N1150001;25;46;26.3;-35;Agentschap Wegen en Verkeer - AWV125
N1150001;26.3;-35;28.4;12;Agentschap Wegen en Verkeer - AWV125
N1150001;28.4;12;28.4;13;Agentschap Wegen en Verkeer - AWV125
N1150002;0.1;-97;0.4;28;Agentschap Wegen en Verkeer - AWV121
N1150002;0.4;28;17.8;87;Agentschap Wegen en Verkeer - AWV123
N1150002;17.8;87;18.9;-57;Gemeente - GemeenteBrecht
N1150002;18.9;-57;18.9;-29;Agentschap Wegen en Verkeer - AWV123
N1150002;18.9;-29;20.3;-12;Agentschap Wegen en Verkeer - AWV123
N1150002;20.3;-12;25;46;Agentschap Wegen en Verkeer - AWV123
N1150002;25;46;26.3;-34;Agentschap Wegen en Verkeer - AWV125
N1150002;26.3;-34;28.4;13;Agentschap Wegen en Verkeer - AWV125
N1157001;0;0;0;240;Agentschap Wegen en Verkeer - AWV123
N1157002;0;0;0;240;Agentschap Wegen en Verkeer - AWV123
N1157011;0;-2;0;235;Agentschap Wegen en Verkeer - AWV123
N1157012;0;-2;0;235;Agentschap Wegen en Verkeer - AWV123
N1159011;0.1;-88;0.8;4;Agentschap Wegen en Verkeer - AWV123
N1159012;0.1;-88;0.8;4;Agentschap Wegen en Verkeer - AWV123
N1159021;0;-4;1.4;33;Agentschap Wegen en Verkeer - AWV123
N1159021;1.4;33;2.2;80;Agentschap Wegen en Verkeer - AWV123
N1159022;0;-2;1.4;2;Agentschap Wegen en Verkeer - AWV123
N1159022;1.4;2;2.2;80;Agentschap Wegen en Verkeer - AWV123
N1160001;0;-6;0.4;-16;Agentschap Wegen en Verkeer - AWV121
N1160001;0.4;-16;3.2;-9;Agentschap Wegen en Verkeer - AWV121
N1160001;3.2;-9;3.5;-39;Agentschap Wegen en Verkeer - AWV123
N1160001;3.5;-39;14.7;42;Agentschap Wegen en Verkeer - AWV123
N1160001;14.8;-57;15.4;-20;Agentschap Wegen en Verkeer - AWV123
N1160001;15.4;-20;18.1;77;Agentschap Wegen en Verkeer - AWV114
N1160002;0;-9;0.4;-15;Agentschap Wegen en Verkeer - AWV121
N1160002;0.4;-15;3.2;-9;Agentschap Wegen en Verkeer - AWV121
N1160002;3.2;-9;3.4;42;Agentschap Wegen en Verkeer - AWV123
N1160002;3.4;42;14.7;42;Agentschap Wegen en Verkeer - AWV123
N1160002;14.8;-57;15.4;-20;Agentschap Wegen en Verkeer - AWV123
N1160002;15.4;-20;18.1;77;Agentschap Wegen en Verkeer - AWV114
N1167001;0;-7;0;160;Agentschap Wegen en Verkeer - AWV123
N1167002;0;-7;0;160;Agentschap Wegen en Verkeer - AWV123
N1167011;0;0;0;216;Agentschap Wegen en Verkeer - AWV123
N1167012;0;0;0;216;Agentschap Wegen en Verkeer - AWV123
N1167021;0;0;0;7;Agentschap Wegen en Verkeer - AWV123
N1167022;0;0;0;7;Agentschap Wegen en Verkeer - AWV123
N1167031;0;-4;0;206;Agentschap Wegen en Verkeer - AWV123
N1167032;0;-4;0;206;Agentschap Wegen en Verkeer - AWV123
N1169011;0;0;0;1744;Gemeente - GemeenteAntwerpen
N1169011;0;1744;0;1871;Agentschap Wegen en Verkeer - AWV123
N1169012;0;0;0;1744;Gemeente - GemeenteAntwerpen
N1169012;0;1744;0;1871;Agentschap Wegen en Verkeer - AWV123
N1170001;0;-8;1;-232;Agentschap Wegen en Verkeer - AWV123
N1170001;1;-232;21.5;3;Agentschap Wegen en Verkeer - AWV123
N1170002;0;-9;0;-8;Agentschap Wegen en Verkeer - AWV123
N1170002;0;-8;1;-231;Agentschap Wegen en Verkeer - AWV123
N1170002;1;-231;21.5;3;Agentschap Wegen en Verkeer - AWV123
N1170131;0;0;0;32;Agentschap Wegen en Verkeer - AWV123
N1170131;0;32;0;33;Agentschap Wegen en Verkeer - AWV123
N1170132;0;0;0;32;Agentschap Wegen en Verkeer - AWV123
N1170132;0;32;0;33;Agentschap Wegen en Verkeer - AWV123
N1170141;0;0;0;36;Agentschap Wegen en Verkeer - AWV123
N1170142;0;0;0;36;Agentschap Wegen en Verkeer - AWV123
N1175201;18.3;-57;18.4;21;Agentschap Wegen en Verkeer - AWV123
N1175202;18.3;-57;18.4;21;Agentschap Wegen en Verkeer - AWV123
N1177001;0;0;0;598;Agentschap Wegen en Verkeer - AWV123
N1177002;0;0;0;598;Agentschap Wegen en Verkeer - AWV123
N1177011;0;0;0;81;Agentschap Wegen en Verkeer - AWV123
N1177012;0;0;0;81;Agentschap Wegen en Verkeer - AWV123
N1177021;0;0;0;101;Agentschap Wegen en Verkeer - AWV123
N1177022;0;0;0;101;Agentschap Wegen en Verkeer - AWV123
N1180001;0.1;-84;0.1;-80;Agentschap Wegen en Verkeer - AWV114
N1180001;0.1;-80;2.2;-17;Agentschap Wegen en Verkeer - AWV114
N1180001;2.2;-17;7.3;-12;Agentschap Wegen en Verkeer - AWV114
N1180001;7.3;-12;12.5;84;Agentschap Wegen en Verkeer - AWV125
N1180001;12.5;84;12.5;90;Agentschap Wegen en Verkeer - AWV125
N1180001;12.5;90;13.5;-77;Gemeente - GemeenteRetie
N1180001;13.5;-77;14.2;21;Agentschap Wegen en Verkeer - AWV125
N1180001;14.2;21;18;-20;Agentschap Wegen en Verkeer - AWV125
N1180001;18;-20;19.6;-28;Agentschap Wegen en Verkeer - AWV125
N1180001;19.6;-28;20.1;13;Agentschap Wegen en Verkeer - AWV125
N1180001;20.1;13;31.2;82;Agentschap Wegen en Verkeer - AWV125
N1180002;0.1;-84;0.1;-80;Agentschap Wegen en Verkeer - AWV114
N1180002;0.1;-80;2.2;-17;Agentschap Wegen en Verkeer - AWV114
N1180002;2.2;-17;7.3;-12;Agentschap Wegen en Verkeer - AWV114
N1180002;7.3;-12;12.5;90;Agentschap Wegen en Verkeer - AWV125
N1180002;12.5;90;13.5;-77;Gemeente - GemeenteRetie
N1180002;13.5;-77;14.2;21;Agentschap Wegen en Verkeer - AWV125
N1180002;14.2;21;18;-20;Agentschap Wegen en Verkeer - AWV125
N1180002;18;-20;19.6;-28;Agentschap Wegen en Verkeer - AWV125
N1180002;19.6;-28;20.1;13;Agentschap Wegen en Verkeer - AWV125
N1180002;20.1;13;31.2;82;Agentschap Wegen en Verkeer - AWV125
N1190001;0;-9;7.3;5;Agentschap Wegen en Verkeer - AWV125
N1190002;0;-9;7.3;5;Agentschap Wegen en Verkeer - AWV125
N1200001;0;-15;3.2;42;Agentschap Wegen en Verkeer - AWV121
N1200001;3.2;42;4.6;83;Agentschap Wegen en Verkeer - AWV123
N1200001;4.6;83;4.6;88;Agentschap Wegen en Verkeer - AWV121
N1200001;4.6;88;4.6;1344;Gemeente - GemeenteWijnegem
N1200002;0;-13;3.2;25;Agentschap Wegen en Verkeer - AWV121
N1200002;3.2;25;4.6;89;Agentschap Wegen en Verkeer - AWV123
N1200002;4.6;89;4.6;96;Gemeente - GemeenteWijnegem
N1200002;4.6;96;4.6;1345;Gemeente - GemeenteWijnegem
N1210001;0;-18;9.4;54;Agentschap Wegen en Verkeer - AWV123
N1210002;0;-18;9.4;54;Agentschap Wegen en Verkeer - AWV123
N1215201;0;0;0;139;Gemeente - GemeenteSchoten
N1215202;0;0;0;139;Gemeente - GemeenteSchoten
N1217001;0;-5;0;66;Agentschap Wegen en Verkeer - AWV123
N1217002;0;-5;0;66;Agentschap Wegen en Verkeer - AWV123
N1217011;0;-6;0;232;Agentschap Wegen en Verkeer - AWV123
N1217012;0;-6;0;232;Agentschap Wegen en Verkeer - AWV123
N1220001;0;-42;15.4;8;Agentschap Wegen en Verkeer - AWV123
N1220002;0;-42;15.4;22;Agentschap Wegen en Verkeer - AWV123
N1227001;0;-7;0;282;Agentschap Wegen en Verkeer - AWV123
N1227002;0;-7;0;282;Agentschap Wegen en Verkeer - AWV123
N1227011;0;0;0;70;Agentschap Wegen en Verkeer - AWV123
N1227012;0;0;0;70;Agentschap Wegen en Verkeer - AWV123
N1227021;0;0;0;135;Agentschap Wegen en Verkeer - AWV123
N1227022;0;0;0;135;Agentschap Wegen en Verkeer - AWV123
N1227031;0;0;0;109;Agentschap Wegen en Verkeer - AWV123
N1227032;0;0;0;109;Agentschap Wegen en Verkeer - AWV123
N1227041;0;0;0;191;Agentschap Wegen en Verkeer - AWV123
N1227042;0;0;0;191;Agentschap Wegen en Verkeer - AWV123
N1227051;0;0;0;129;Agentschap Wegen en Verkeer - AWV123
N1227052;0;0;0;129;Agentschap Wegen en Verkeer - AWV123
N1230001;1.3;-81;4.2;24;Agentschap Wegen en Verkeer - AWV114
N1230001;4.2;24;4.2;25;Agentschap Wegen en Verkeer - AWV125
N1230001;4.2;25;8.2;52;Agentschap Wegen en Verkeer - AWV125
N1230001;8.2;52;11.8;-30;Agentschap Wegen en Verkeer - AWV125
N1230001;11.8;-30;12.5;11;Agentschap Wegen en Verkeer - AWV125
N1230001;12.5;11;12.5;43;Agentschap Wegen en Verkeer - AWV125
N1230001;12.5;43;12.5;44;Agentschap Wegen en Verkeer - AWV125
N1230001;12.5;44;20.7;88;Agentschap Wegen en Verkeer - AWV125
N1230001;20.7;88;20.7;99;Agentschap Wegen en Verkeer - AWV125
N1230001;20.7;99;20.7;479;Gemeente - GemeenteRetie
N1230001;21.2;-4;26.2;1;Agentschap Wegen en Verkeer - AWV125
N1230001;26.2;1;28.8;11;Agentschap Wegen en Verkeer - AWV114
N1230001;28.8;11;29.3;26;Agentschap Wegen en Verkeer - AWV114
N1230001;29.3;26;33.3;0;Agentschap Wegen en Verkeer - AWV114
N1230002;1.3;-83;4.2;24;Agentschap Wegen en Verkeer - AWV114
N1230002;4.2;24;4.2;25;Agentschap Wegen en Verkeer - AWV114
N1230002;4.2;25;8.2;52;Agentschap Wegen en Verkeer - AWV125
N1230002;8.2;52;11.8;-28;Agentschap Wegen en Verkeer - AWV125
N1230002;11.8;-28;11.8;-27;Agentschap Wegen en Verkeer - AWV125
N1230002;11.8;-27;12.5;11;Agentschap Wegen en Verkeer - AWV125
N1230002;12.5;11;12.5;43;Agentschap Wegen en Verkeer - AWV125
N1230002;12.5;43;12.5;44;Agentschap Wegen en Verkeer - AWV125
N1230002;12.5;44;20.7;88;Agentschap Wegen en Verkeer - AWV125
N1230002;20.7;88;20.7;99;Agentschap Wegen en Verkeer - AWV125
N1230002;20.7;99;20.7;479;Gemeente - GemeenteRetie
N1230002;21.2;-4;21.2;-3;Agentschap Wegen en Verkeer - AWV125
N1230002;21.2;-3;26.2;1;Agentschap Wegen en Verkeer - AWV125
N1230002;26.2;1;28.8;11;Agentschap Wegen en Verkeer - AWV114
N1230002;28.8;11;29.3;26;Agentschap Wegen en Verkeer - AWV114
N1230002;29.3;26;33.3;0;Agentschap Wegen en Verkeer - AWV114
N1240001;1.3;-1295;1.3;-1280;Gemeente - GemeenteTurnhout
N1240001;1.3;-1280;1.3;-21;Gemeente - GemeenteTurnhout
N1240001;1.3;-21;1.3;-2;Agentschap Wegen en Verkeer - AWV125
N1240001;1.3;-2;15.2;43;Agentschap Wegen en Verkeer - AWV125
N1240002;1.3;-1294;1.3;-1279;Gemeente - GemeenteTurnhout
N1240002;1.3;-1279;1.3;-21;Gemeente - GemeenteTurnhout
N1240002;1.3;-21;1.3;-2;Agentschap Wegen en Verkeer - AWV125
N1240002;1.3;-2;1.3;-1;Agentschap Wegen en Verkeer - AWV125
N1240002;1.3;-1;15.2;43;Agentschap Wegen en Verkeer - AWV125
N1245201;0;0;0;90;Agentschap Wegen en Verkeer - AWV125
N1245202;0;0;0;90;Agentschap Wegen en Verkeer - AWV125
N1250001;0;0;0;1319;Gemeente - GemeenteEssen
N1250001;0;1319;0;6498;Gemeente - GemeenteEssen
N1250002;0;0;0;1319;Gemeente - GemeenteEssen
N1250002;0;1319;0;6498;Gemeente - GemeenteEssen
N1257001;0;0;0;170;Gemeente - GemeenteEssen
N1257002;0;0;0;170;Gemeente - GemeenteEssen
N1260001;0.5;-496;0.5;-57;Gemeente - GemeenteGeel
N1260001;0.5;-57;1.3;-44;Agentschap Wegen en Verkeer - AWV114
N1260001;1.3;-44;1.3;-35;Agentschap Wegen en Verkeer - AWV114
N1260001;1.3;-35;2.7;7;Agentschap Wegen en Verkeer - AWV114
N1260001;2.7;7;8.7;33;Agentschap Wegen en Verkeer - AWV114
N1260001;8.7;33;11.3;-23;Agentschap Wegen en Verkeer - AWV114
N1260001;11.3;-23;12.6;35;Agentschap Wegen en Verkeer - AWV717
N1260001;12.6;35;13;36;Agentschap Wegen en Verkeer - AWV717
N1260002;0.5;-496;0.5;-57;Gemeente - GemeenteGeel
N1260002;0.5;-57;1.2;21;Agentschap Wegen en Verkeer - AWV114
N1260002;1.2;21;1.2;31;Agentschap Wegen en Verkeer - AWV114
N1260002;1.2;31;1.3;-36;Agentschap Wegen en Verkeer - AWV114
N1260002;1.3;-36;2.7;7;Agentschap Wegen en Verkeer - AWV114
N1260002;2.7;7;8.2;-24;Agentschap Wegen en Verkeer - AWV114
N1260002;8.2;-24;8.2;-21;Agentschap Wegen en Verkeer - AWV114
N1260002;8.2;-21;8.7;33;Agentschap Wegen en Verkeer - AWV114
N1260002;8.7;33;11.3;-23;Agentschap Wegen en Verkeer - AWV114
N1260002;11.3;-23;12.6;35;Agentschap Wegen en Verkeer - AWV717
N1260002;12.6;35;13;37;Agentschap Wegen en Verkeer - AWV717
N1270001;0.1;-101;5;8;Agentschap Wegen en Verkeer - AWV214
N1270001;5;8;7.9;-45;Agentschap Wegen en Verkeer - AWV717
N1270001;7.9;-45;14.7;34;Agentschap Wegen en Verkeer - AWV114
N1270002;0.1;-101;5;8;Agentschap Wegen en Verkeer - AWV214
N1270002;5;8;7.9;-45;Agentschap Wegen en Verkeer - AWV717
N1270002;7.9;-45;14.7;34;Agentschap Wegen en Verkeer - AWV114
N1280001;0;-4;0;-3;Agentschap Wegen en Verkeer - AWV125
N1280001;0;-3;3;31;Agentschap Wegen en Verkeer - AWV125
N1280002;0;-4;0;-3;Agentschap Wegen en Verkeer - AWV125
N1280002;0;-3;3;31;Agentschap Wegen en Verkeer - AWV125
N1290001;0;-15;2.5;99;Agentschap Wegen en Verkeer - AWV121
N1290002;0;-19;2.5;99;Agentschap Wegen en Verkeer - AWV121
N1299011;0;0;0;44;Agentschap Wegen en Verkeer - AWV121
N1299011;0;44;0;50;Gemeente - GemeenteAntwerpen
N1299011;0;50;0.3;95;Gemeente - GemeenteAntwerpen
N1299012;0;0;0;43;Agentschap Wegen en Verkeer - AWV121
N1299012;0;43;0;44;Agentschap Wegen en Verkeer - AWV121
N1299012;0;44;0.3;82;Gemeente - GemeenteAntwerpen
N1300001;0;-11;0.5;-26;Agentschap Wegen en Verkeer - AWV121
N1300001;0.5;-26;1.5;90;Agentschap Wegen en Verkeer - AWV121
N1300002;0;-11;0.5;-30;Agentschap Wegen en Verkeer - AWV121
N1300002;0.5;-30;1.5;95;Agentschap Wegen en Verkeer - AWV121
N1310001;1.9;-1913;1.9;-56;Gemeente - GemeenteBrecht
N1310001;1.9;-56;1.9;-36;Gemeente - GemeenteBrecht
N1310001;1.9;-36;3.6;-42;Agentschap Wegen en Verkeer - AWV123
N1310001;3.6;-42;6.2;27;Agentschap Wegen en Verkeer - AWV125
N1310001;6.3;-7;13.9;40;Agentschap Wegen en Verkeer - AWV125
N1310002;1.9;-1913;1.9;-57;Gemeente - GemeenteBrecht
N1310002;1.9;-57;1.9;-36;Gemeente - GemeenteBrecht
N1310002;1.9;-36;3.6;-42;Agentschap Wegen en Verkeer - AWV123
N1310002;3.6;-42;6.2;27;Agentschap Wegen en Verkeer - AWV125
N1310002;6.3;-7;13.9;40;Agentschap Wegen en Verkeer - AWV125
N1320001;0;-6;1.9;24;Agentschap Wegen en Verkeer - AWV125
N1320001;1.9;24;4.9;-24;Agentschap Wegen en Verkeer - AWV125
N1320001;4.9;-24;5.9;9;Agentschap Wegen en Verkeer - AWV125
N1320001;5.9;9;6;-15;Agentschap Wegen en Verkeer - AWV125
N1320001;6;-15;9.9;28;Agentschap Wegen en Verkeer - AWV125
N1320001;10;-60;17;133;Agentschap Wegen en Verkeer - AWV125
N1320002;0;-6;1.9;25;Agentschap Wegen en Verkeer - AWV125
N1320002;1.9;25;4.9;-24;Agentschap Wegen en Verkeer - AWV125
N1320002;4.9;-24;5.9;9;Agentschap Wegen en Verkeer - AWV125
N1320002;5.9;9;6;-15;Agentschap Wegen en Verkeer - AWV125
N1320002;6;-15;9.9;28;Agentschap Wegen en Verkeer - AWV125
N1320002;10;-60;17;133;Agentschap Wegen en Verkeer - AWV125
N1330001;0;-2;25.6;152;Agentschap Wegen en Verkeer - AWV123
N1330001;25.6;152;25.6;995;Gemeente - GemeenteEssen
N1330001;25.6;995;25.6;1468;Gemeente - GemeenteEssen
N1330002;0;-2;25.6;154;Agentschap Wegen en Verkeer - AWV123
N1330002;25.6;154;25.6;996;Gemeente - GemeenteEssen
N1330002;25.6;996;25.6;1470;Gemeente - GemeenteEssen
N1335201;0;-2;0;70;Agentschap Wegen en Verkeer - AWV123
N1335202;0;-2;0;70;Agentschap Wegen en Verkeer - AWV123
N1337001;0;0;0;125;Gemeente - GemeenteEssen
N1337002;0;0;0;125;Gemeente - GemeenteEssen
N1337011;0;0;0;56;Agentschap Wegen en Verkeer - AWV123
N1337012;0;0;0;56;Agentschap Wegen en Verkeer - AWV123
N1337021;0;-5;0;228;Agentschap Wegen en Verkeer - AWV123
N1337022;0;-5;0;228;Agentschap Wegen en Verkeer - AWV123
N1340001;0;0;6;35;Agentschap Wegen en Verkeer - AWV125
N1340002;0;0;6;35;Agentschap Wegen en Verkeer - AWV125
N1350001;0;0;0;2794;Gemeente - GemeenteRavels
N1350002;0;0;0;2794;Gemeente - GemeenteRavels
N1360001;0;-3;13.3;66;Agentschap Wegen en Verkeer - AWV114
N1360002;0;-3;13.3;66;Agentschap Wegen en Verkeer - AWV114
N1370001;0;-7;2.4;15;Agentschap Wegen en Verkeer - AWV125
N1370002;0;-13;2.4;15;Agentschap Wegen en Verkeer - AWV125
N1380001;0;-22;1.6;0;Agentschap Wegen en Verkeer - AWV125
N1380002;0;-22;1.6;0;Agentschap Wegen en Verkeer - AWV125
N1390001;0;-41;10.1;38;Agentschap Wegen en Verkeer - AWV125
N1390002;0;-42;10.1;38;Agentschap Wegen en Verkeer - AWV125
N1399011;4;0;4;2671;Gemeente - GemeenteArendonk
N1399012;4;0;4;2671;Gemeente - GemeenteArendonk
N1400001;0.1;-95;1.8;27;Agentschap Wegen en Verkeer - AWV125
N1400001;1.8;27;11;41;Agentschap Wegen en Verkeer - AWV125
N1400002;0.1;-95;1.8;26;Agentschap Wegen en Verkeer - AWV125
N1400002;1.8;26;11;41;Agentschap Wegen en Verkeer - AWV125
N1410001;0;-17;6.7;21;Agentschap Wegen en Verkeer - AWV114
N1410001;6.8;-66;7.9;-8;Agentschap Wegen en Verkeer - AWV114
N1410001;7.9;-8;19.1;63;Agentschap Wegen en Verkeer - AWV717
N1410002;0;-13;6.7;21;Agentschap Wegen en Verkeer - AWV114
N1410002;6.8;-66;7.9;-8;Agentschap Wegen en Verkeer - AWV114
N1410002;7.9;-8;19.1;63;Agentschap Wegen en Verkeer - AWV717
N1415201;12.1;0;12.1;267;Agentschap Wegen en Verkeer - AWV717
N1415202;12.1;0;12.1;267;Agentschap Wegen en Verkeer - AWV717
N1420001;0.6;-67;1.2;69;Agentschap Wegen en Verkeer - AWV114
N1420002;0.6;-67;1.2;69;Agentschap Wegen en Verkeer - AWV114
N1440001;0;-11;2.2;34;Agentschap Wegen en Verkeer - AWV125
N1440001;2.2;34;3;0;Agentschap Wegen en Verkeer - AWV125
N1440001;3;0;5.3;47;Agentschap Wegen en Verkeer - AWV123
N1440001;5.3;47;11.3;74;Agentschap Wegen en Verkeer - AWV123
N1440002;0;-11;2.2;35;Agentschap Wegen en Verkeer - AWV125
N1440002;2.2;35;3;0;Agentschap Wegen en Verkeer - AWV125
N1440002;3;0;5.3;42;Agentschap Wegen en Verkeer - AWV123
N1440002;5.3;42;11.3;74;Agentschap Wegen en Verkeer - AWV123
N1460001;0;-6;5.9;94;Agentschap Wegen en Verkeer - AWV125
N1460002;0;-6;5.9;94;Agentschap Wegen en Verkeer - AWV125
N1480001;0;-30;0.8;-51;Agentschap Wegen en Verkeer - AWV121
N1480001;0.8;-51;2.3;-11;Agentschap Wegen en Verkeer - AWV121
N1480001;2.3;-11;4;11;Agentschap Wegen en Verkeer - AWV121
N1480001;4;11;5.8;50;Agentschap Wegen en Verkeer - AWV121
N1480001;5.8;50;5.8;60;Gemeente - GemeenteHemiksem
N1480001;5.8;60;5.8;3054;Gemeente - GemeenteHemiksem
N1480001;5.8;3054;5.8;3111;Gemeente - GemeenteHemiksem
N1480001;5.8;3111;5.8;4811;Gemeente - GemeenteSchelle
N1480001;5.8;4811;5.8;4851;Gemeente - GemeenteNiel
N1480001;5.8;4851;5.8;7805;Gemeente - GemeenteNiel
N1480001;5.8;7805;5.8;8686;Gemeente - GemeenteBoom
N1480001;5.8;8686;5.8;9493;Gemeente - GemeenteBoom
N1480001;5.8;9493;5.8;9570;Gemeente - GemeenteBoom
N1480002;0;-15;0.8;-45;Agentschap Wegen en Verkeer - AWV121
N1480002;0.8;-45;2.3;1;Agentschap Wegen en Verkeer - AWV121
N1480002;2.3;1;4;-48;Agentschap Wegen en Verkeer - AWV121
N1480002;4;-48;5.8;50;Agentschap Wegen en Verkeer - AWV121
N1480002;5.8;50;5.8;60;Gemeente - GemeenteHemiksem
N1480002;5.8;60;5.8;3054;Gemeente - GemeenteHemiksem
N1480002;5.8;3054;5.8;3111;Gemeente - GemeenteHemiksem
N1480002;5.8;3111;5.8;4811;Gemeente - GemeenteSchelle
N1480002;5.8;4811;5.8;4851;Gemeente - GemeenteNiel
N1480002;5.8;4851;5.8;7804;Gemeente - GemeenteNiel
N1480002;5.8;7804;5.8;8686;Gemeente - GemeenteBoom
N1480002;5.8;8686;5.8;9490;Gemeente - GemeenteBoom
N1480002;5.8;9490;5.8;9570;Gemeente - GemeenteBoom
N1490001;0;0;0;773;Gemeente - GemeenteWillebroek
N1490001;0;773;0;917;Gemeente - GemeenteWillebroek
N1490001;0;917;0;1136;Gemeente - GemeenteWillebroek
N1490001;0;1136;0;2319;Gemeente - GemeenteWillebroek
N1490001;0;2319;0;2320;Gemeente - GemeenteWillebroek
N1490001;0;2320;0;2482;Gemeente - GemeenteWillebroek
N1490001;0;2482;0;2554;Gemeente - GemeenteWillebroek
N1490001;0;2554;0;7963;Gemeente - GemeentePuurs-Sint-Amands
N1490002;0;0;0;773;Gemeente - GemeenteWillebroek
N1490002;0;773;0;917;Gemeente - GemeenteWillebroek
N1490002;0;917;0;1136;Gemeente - GemeenteWillebroek
N1490002;0;1136;0;2319;Gemeente - GemeenteWillebroek
N1490002;0;2319;0;2320;Gemeente - GemeenteWillebroek
N1490002;0;2320;0;2482;Gemeente - GemeenteWillebroek
N1490002;0;2482;0;2554;Gemeente - GemeenteWillebroek
N1490002;0;2554;0;7963;Gemeente - GemeentePuurs-Sint-Amands
N1500001;0.1;-110;0.3;-22;Agentschap Wegen en Verkeer - AWV121
N1500001;0.3;-22;0.8;53;Agentschap Wegen en Verkeer - AWV121
N1500002;0.1;-107;0.3;-23;Agentschap Wegen en Verkeer - AWV121
N1500002;0.3;-23;0.8;52;Agentschap Wegen en Verkeer - AWV121
N1510001;0;-27;0;501;Agentschap Wegen en Verkeer - AWV121
N1510002;0;-23;0;505;Agentschap Wegen en Verkeer - AWV121
N1520001;0;0;2.6;25;Agentschap Wegen en Verkeer - AWV114
N1520001;2.6;25;9;72;Agentschap Wegen en Verkeer - AWV114
N1520001;9;72;9;91;Agentschap Wegen en Verkeer - AWV114
N1520001;9;91;9;521;Gemeente - GemeenteWesterlo
N1520001;9;521;9;540;Gemeente - GemeenteWesterlo
N1520001;9;540;10.1;-50;Gemeente - GemeenteWesterlo
N1520001;10.1;-50;10.1;-44;Agentschap Wegen en Verkeer - AWV114
N1520001;10.1;-44;13.2;65;Agentschap Wegen en Verkeer - AWV114
N1520002;0;0;2.6;25;Agentschap Wegen en Verkeer - AWV114
N1520002;2.6;25;9;71;Agentschap Wegen en Verkeer - AWV114
